,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21
0,-,-,-,-,-,-,-,-
1,,,,,,,,
2,-,-,-,-,0.08,0.11,0.43,0.41
3,0.10,0.02,0.42,0.37,0.12,0.26,0.44,0.38
4,0%,-87%,-9%,-16%,20%,1200%,5%,3%
