,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,1.99,2.25,2.25,2.19,2.21,2.81,3.10,2.74
1,11,7,7,6,11,9,6,8
2,1.92,2.23,2.18,2.09,1.95,2.82,2.78,2.55
3,2.00,2.73,2.81,2.69,1.91,4.06,3.22,2.69
4,23%,32%,36%,25%,-5%,49%,15%,0%
