,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-,-,0.50,0.51,0.47,0.53,0.49
1,,,,6,6,7,6,5
2,-,-,0.44,0.48,0.45,0.40,0.42,0.47
3,0.67,0.72,0.60,0.55,0.61,0.60,0.41,0.57
4,16%,36%,-21%,6%,-9%,-17%,-32%,4%
