,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.62,1.13,1.07,1.49,0.81,1.22,1.16,1.51
1,7,7,5,4,3,7,7,8
2,0.58,1.09,1.05,1.47,0.78,1.17,1.14,1.46
3,0.60,1.02,1.08,1.47,0.87,1.15,1.18,1.43
4,-17%,-14%,8%,0%,45%,13%,9%,-3%
