,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21
0,1.07,1.07,1.08,1.21,1.16,1.16,1.20,1.22
1,26,17,16,17,13,13,9,9
2,1.05,1.06,1.05,1.19,1.14,1.13,1.18,1.18
3,1.06,1.08,1.07,1.23,1.16,1.13,1.35,1.16
4,8%,2%,-10%,14%,9%,5%,26%,-6%
