,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.96,0.05,-,-,-,0.73,-,-
1,4,4,,,,4,,
2,0.94,0.09,-0.02,-0.18,0.52,0.58,0.40,-0.43
3,0.20,0.91,0.21,0.30,0.78,0.33,0.11,-4.59
4,386%,355%,-78%,-61%,290%,-64%,-48%,-1630%
