,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21
0,0.80,0.75,0.73,0.82,-,0.82,0.91,1.03
1,9,9,7,7,,4,3,4
2,0.77,0.71,0.72,0.81,0.81,0.75,0.88,1.00
3,0.84,0.73,0.78,0.91,0.96,0.83,0.95,1.05
4,20%,4%,-12%,3%,14%,14%,22%,15%
