,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-0.37,-0.16,-0.12,-0.02,-0.04,-,-0.07,-0.08
1,10,5,4,4,5,,3,3
2,-0.34,-,-0.08,-0.06,-0.05,-,-0.06,-0.07
3,-0.40,-0.20,-0.12,0.11,-0.09,-0.07,-0.08,-0.07
4,-8%,62%,75%,131%,78%,65%,33%,-164%
