,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21
0,0.49,0.53,0.66,0.85,-,-,0.81,0.83
1,6,3,3,4,,,3,3
2,0.46,0.51,0.64,0.85,0.43,0.75,0.75,0.75
3,0.47,0.63,0.80,1.11,0.68,0.89,0.91,0.80
4,-6%,-30%,-11%,10%,45%,41%,14%,-28%
