,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-0.09,-0.08,0.03,0.10,0.09,0.08,0.15,0.10
1,14,8,11,7,8,10,8,3
2,-0.13,-0.10,0.01,0.08,0.07,0.04,0.12,0.04
3,-0.07,-0.05,0.04,0.16,0.11,0.13,0.16,-0.02
4,42%,-150%,-71%,367%,257%,360%,300%,-113%
