,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.23,-0.12,-1.79,-0.80,-0.59,-0.65,0.14,0.57
1,25,24,23,14,10,13,7,10
2,0.22,-0.17,-1.75,-0.69,-0.44,-0.48,0.03,0.35
3,0.14,-0.70,-2.15,-1.23,-0.95,-0.16,1.10,1.84
4,-55%,-169%,-760%,-920%,-779%,77%,151%,250%
