,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21,FQ1 '22
0,-0.06,-0.03,-,-,-,0.03,-,-
1,10,4,,,,3,,
2,-0.07,-0.04,-0.04,-0.07,-0.01,0,-0.02,-0.04
3,-0.02,0.03,-0.01,0,0.05,0,-0.12,-0.01
4,50%,400%,50%,100%,350%,-100%,-1100%,-
