,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21,FQ1 '22
0,-,1.15,0.90,-,-,1.30,-,1.65
1,,4,3,,,4,,3
2,-,1.09,0.88,1.60,1.48,1.20,1.31,1.63
3,1.72,0.81,1.25,1.61,1.85,1.35,1.43,1.24
4,18%,-27%,-4%,2%,8%,67%,14%,-23%
