,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-,-,-,-,-,-,-
1,,,,,,,,
2,-,-,-,-,-,-,-,-
3,0.03,0.04,0.07,0.08,0.18,0.13,0.17,0.27
4,-,-,-,-,500%,225%,143%,238%
