,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.33,-,-,-,-,-,1.18,-
1,3,,,,,,3,
2,0.29,-1.22,-0.13,-0.60,-0.73,0.02,0.81,1.86
3,0.21,-0.02,1.08,2.11,3.01,1.96,2.90,3.95
4,-63%,99%,10676%,580%,1332%,9921%,169%,87%
