,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.14,0.12,-0.09,0.25,0.60,0.39,0.49,0.53
1,23,18,15,15,8,3,8,10
2,0.43,0.24,0.06,0.26,0.37,0.38,0.46,0.49
3,-0.24,-0.26,0.22,0.67,0.55,0.29,0.72,0.65
4,4%,-189%,167%,2132%,331%,213%,233%,-2%
