,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.65,0.65,0.54,0.60,0.72,0.81,-,-
1,5,5,5,7,3,4,,
2,-,0.64,0.53,0.60,0.67,0.77,0.85,0.95
3,0.74,0.61,0.54,0.67,0.76,0.79,0.94,1.06
4,32%,5%,-13%,3%,3%,30%,74%,58%
