,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-,-,-,-,1.01,0.51,0.49
1,,,,,,18,14,12
2,-,-,-,-,-,0.90,0.48,0.48
3,-,-,1.42,1.21,1.14,0.89,0.46,0.57
4,-,-,-,-,-,-,-68%,-53%
