,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,2.04,1.53,0.14,1.41,1.41,1.80,1.89,2.14
1,31,43,34,28,26,16,17,22
2,2.00,1.46,-0.08,1.34,1.31,1.61,1.63,1.80
3,2.03,1.98,0.29,1.30,1.76,2.74,2.80,2.27
4,17%,-1%,-86%,-38%,-13%,38%,866%,75%
