,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.82,0.67,0.37,0.54,0.75,0.91,0.99,1.10
1,29,19,19,15,12,13,9,10
2,0.74,0.62,0.30,0.45,0.64,0.79,0.88,1.07
3,0.56,0.80,0.02,0.85,1.13,1.08,0.85,0.97
4,40%,21%,-98%,9%,102%,35%,4150%,14%
