,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.11,-0.01,0.07,0.15,0.15,0.11,-,0.20
1,9,6,6,5,4,4,,3
2,0.08,-0.03,0.06,0.10,0.14,0.08,0.15,0.19
3,0.08,0.01,0.16,0.11,0.15,0.15,0.17,0.14
4,-69%,-83%,-43%,-52%,87%,1400%,6%,27%
