,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-0.02,-0.17,-0.16,-0.04,0.04,-0.01,-0.02,-0.02
1,12,12,9,8,9,5,5,4
2,-0.03,-0.18,-0.14,-0.06,0.02,-0.06,-0.05,-0.04
3,0.03,-0.27,-0.09,0.02,0.13,-0.03,-0.03,-0.01
4,112%,-17%,63%,112%,333%,89%,67%,-150%
