,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,2.60,1.78,1.45,2.00,3.31,2.63,3.35,3.39
1,284,301,293,206,250,190,192,179
2,2.54,1.74,1.39,1.90,3.19,2.35,3.04,3.19
3,2.56,1.71,1.80,2.71,3.88,3.30,3.61,3.22
4,8%,-10%,-10%,28%,52%,93%,101%,19%
