,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.20,0.01,-0.50,0.07,-,0.26,-,0.88
1,10,5,6,3,,3,,3
2,0.18,-0.05,-0.61,0.03,0.02,0.24,0.60,0.73
3,0.36,-0.35,-0.05,0.31,0.21,0.56,1.02,0.67
4,-29%,-140%,-104%,-62%,-42%,260%,2140%,116%
