,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-,-,0.09,0.12,0.14,0.16,0.20
1,,,,4,4,7,5,9
2,-,-,0.06,0.08,0.07,0.10,0.14,0.19
3,0.05,0.03,0.09,0.13,0.16,0.15,0.17,0.25
4,400%,50%,365%,228%,225%,406%,85%,93%
