,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.89,0.69,0.33,0.67,0.63,0.58,0.89,1.39
1,27,21,17,21,15,18,13,12
2,0.84,0.70,0.32,0.73,0.65,0.60,0.90,1.36
3,0.92,0.76,0.13,0.66,0.51,0.57,1.22,1.51
4,5%,-10%,-89%,-52%,-45%,-25%,838%,129%
