,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21,FQ1 '22,FQ2 '22,FQ3 '22
0,0.38,-0.34,-0.08,0.28,-,-,0.87,0.87
1,17,4,5,3,,,4,6
2,0.35,-0.32,-0.04,0.23,0.24,0.30,0.71,0.60
3,0.20,-1.89,0.75,0.25,0.91,1.55,1.22,0.60
4,-79%,-426%,21%,-59%,355%,182%,63%,140%
