,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.85,1.03,1.20,4.78,10.95,5.80,2.03,3.82
1,7,9,9,13,12,18,9,10
2,0.92,0.97,1.10,4.75,10.14,5.30,2.02,3.52
3,1.00,1.22,1.86,5.78,11.07,4.38,0.75,5.36
4,25%,34%,417%,726%,1007%,259%,-60%,-7%
