,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.01,0.02,0,0.05,0.17,0.36,0.58,0.73
1,15,11,8,7,7,11,8,18
2,0.01,0.01,-0.01,0.04,0.20,0.32,0.57,0.68
3,0.01,0.02,0.01,0.05,0.20,0.38,0.62,0.68
4,-82%,282%,127%,222%,2067%,1800%,7688%,1288%
