,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21,FQ1 '22
0,0.59,0.50,0.65,0.62,0.76,0.63,0.55,0.51
1,23,24,22,20,16,44,20,20
2,0.57,0.49,0.66,0.57,0.74,0.58,0.52,0.48
3,0.63,0.47,0.75,0.70,0.80,0.59,0.54,0.50
4,-6%,-8%,108%,63%,27%,26%,-28%,-29%
