,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.15,0.09,0.12,0.33,0.29,0.35,0.43,0.47
1,14,12,15,9,6,6,6,7
2,0.13,0.11,0.10,0.34,0.26,0.34,0.42,0.45
3,0.11,0.11,-0.04,0.46,0.32,0.36,0.43,0.40
4,-58%,-35%,-116%,99%,191%,231%,1113%,-12%
