,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.63,0.64,0.57,0.66,0.62,0.66,0.79,0.85
1,10,7,10,7,5,8,5,6
2,0.62,0.63,0.55,0.66,0.63,0.67,0.78,0.85
3,0.69,0.65,0.60,0.72,0.68,0.65,0.81,0.89
4,10%,5%,-13%,-1%,-1%,0%,35%,24%
