,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-,-,-,-,-,-,-
1,,,,,,,,
2,-,-,-,0.13,-0.24,-0.31,-0.07,-0.15
3,0.37,0.76,0.96,0.01,-0.38,-0.28,0.03,-0.19
4,1333%,117%,1271%,108%,-203%,-137%,-97%,-2000%
