,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-0.05,-0.05,-0.05,-0.04,-0.06,-0.07,-0.04,-0.05
1,7,7,6,6,7,7,6,9
2,-0.06,-0.06,-0.05,-0.05,-0.04,-0.05,-0.05,-0.07
3,-0.07,-0.04,-0.05,-0.05,-0.11,-0.05,-0.05,-0.02
4,-17%,50%,29%,0%,-57%,-25%,0%,60%
