,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21
0,-,-,0.09,0.19,0.24,0.22,0.29,0.28
1,,,3,6,7,4,3,3
2,-,-,0.06,0.18,0.22,0.21,0.28,0.29
3,0.24,0.20,0.13,0.20,0.22,0.23,0.26,0.33
4,20%,0%,-35%,-17%,-8%,15%,100%,65%
