,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21
0,0.94,0.68,0.77,1.13,1.19,1.28,1.05,1.28
1,10,10,8,4,6,27,7,7
2,0.93,0.56,0.75,1.12,1.10,1.25,0.77,1.26
3,1.00,0.61,1.20,1.26,1.23,1.49,0.99,1.16
4,10%,-23%,48%,35%,23%,144%,-18%,-8%
