,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21,FQ1 '22,FQ2 '22
0,-0.06,-0.12,-0.11,-0.02,0.09,0.06,0,0.08
1,10,7,5,6,7,8,4,3
2,-0.08,-0.15,-0.15,-0.07,0.07,0.02,-0.02,0.05
3,-0.03,-0.05,0.01,0.03,0.14,0.04,0.09,0.26
4,-200%,62%,104%,113%,567%,180%,800%,767%
