,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-,-,-,-,-,-,-
1,,,,,,,,
2,-,-,-,-,-,-,-,-
3,0.52,0.09,0.10,0.44,0.30,0.20,0.31,0.50
4,16%,-57%,-67%,-27%,-42%,122%,210%,14%
