,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.24,0.03,0.16,0.64,0.86,1.07,1.10,0.68
1,7,4,4,4,3,5,3,3
2,0.23,0.04,0.17,0.67,0.85,0.99,0.99,0.59
3,0.24,0.08,0.20,0.81,1.14,1.57,1.06,0.74
4,167%,300%,100%,305%,375%,1863%,430%,-9%
