,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.20,0.13,0.11,0.26,0.31,0.44,-,0.64
1,5,4,4,4,4,4,,3
2,0.19,0.14,0.08,0.23,0.29,0.44,0.59,0.65
3,0.13,0.21,0.18,0.25,0.28,0.46,0.61,0.63
4,-78%,-59%,-50%,-4%,115%,119%,239%,152%
