,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.13,0.01,-0.07,-0.07,0.05,-,-0.08,-0.20
1,5,6,4,4,3,,4,5
2,0.14,0.01,-0.08,-0.05,0,-0.05,-0.08,-0.14
3,0.23,-0.02,-0.34,0.44,-0.12,-0.47,-0.53,-0.35
4,675%,83%,-1233%,729%,-152%,-2250%,-56%,-180%
