,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21
0,0.59,0.54,0.37,0.63,0.61,-,-,1.35
1,17,7,11,6,4,,,4
2,0.56,0.50,0.37,0.60,0.54,0.59,0.83,1.32
3,0.73,0.53,0.59,0.79,0.58,0.66,1.04,1.26
4,109%,83%,-12%,4%,-21%,25%,76%,59%
