,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-,-,-,-,-,0.63,0.69
1,,,,,,,3,5
2,-,-,-,0.80,0.62,0.60,0.60,0.65
3,1.03,0.74,0.68,0.94,0.70,0.63,0.66,0.66
4,13%,7%,-24%,8%,-32%,-15%,-3%,-30%
