,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.74,0.53,0.32,0.70,0.69,0.54,0.66,0.77
1,15,12,11,5,5,8,3,8
2,0.73,0.50,0.29,0.63,0.65,0.50,0.61,0.74
3,0.75,0.48,0.33,0.68,0.53,0.55,0.77,0.76
4,10%,-13%,-54%,-6%,-29%,15%,133%,12%
