,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,6.51,8.79,4.53,2.74,6.40,6.49,6.56
1,,8,13,7,7,9,12,12
2,-,6.47,8.74,4.12,2.53,6.38,6.34,6.37
3,3.88,6.48,9.20,4.20,2.54,7.01,7.03,6.79
4,59%,7%,98%,-14%,-35%,8%,-24%,62%
