,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.12,0.04,0.03,0.06,0.21,0.13,0.17,0.19
1,62,47,62,56,46,39,35,42
2,0.12,0.04,0.02,0.05,0.19,0.08,0.13,0.15
3,0.15,0.05,0.09,0.13,0.37,0.14,0.18,0.18
4,37%,2%,-3%,69%,149%,182%,96%,42%
