,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.29,-,-,-,-,-,-,-
1,4,,,,,,,
2,0.23,0.52,1.26,0.66,0.12,0.76,0.82,0.89
3,0.25,0.75,1.76,0.61,0.18,0.67,0.44,0.41
4,-43%,-3%,57%,20%,-28%,-11%,-75%,-33%
