,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21,FQ1 '22
0,-0.32,-0.13,0.11,0.16,0.14,0.01,-0.33,-1.01
1,31,43,90,51,69,41,49,32
2,-0.32,-0.18,0.10,0.11,0.08,-0.12,-0.44,-1.10
3,-0.20,-0.20,0.27,0.20,0.18,-0.03,-1.05,-1.25
4,17%,-18%,235%,116%,190%,85%,-489%,-725%
