,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21
0,0.31,0.37,0.27,0.39,0.40,0.39,0.49,0.50
1,11,7,8,9,6,8,9,7
2,0.29,0.37,0.25,0.37,0.37,0.37,0.45,0.47
3,0.35,0.39,0.28,0.46,0.41,0.46,0.55,0.50
4,30%,11%,-24%,15%,17%,18%,96%,9%
