,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21
0,-,1.90,0.83,0.57,1.60,2.09,0.85,0.42
1,,3,3,3,4,6,4,5
2,-,1.92,0.76,0.51,1.58,2.05,0.73,0.34
3,1.47,1.95,0.79,0.51,1.71,2.30,0.78,0.37
4,7%,7%,16%,4%,16%,18%,-1%,-27%
