,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-,-,-,-,-,-0.80,-0.86
1,,,,,,,4,4
2,-,-,-,-,-0.57,-0.89,-0.82,-0.88
3,-0.27,-0.29,-0.57,-0.78,-0.94,-0.49,-0.61,-1.06
4,10%,3%,-338%,-457%,-248%,-69%,-7%,-36%
