,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21,FQ1 '22
0,-,-0.09,-0.25,-0.36,-0.27,-0.18,-0.22,-0.20
1,,6,21,11,16,4,5,5
2,-,-0.56,-0.23,-0.37,-0.29,-0.19,-0.24,-0.21
3,-0.19,-1.02,-0.23,-0.70,-0.28,-0.24,-0.53,-0.05
4,-73%,-685%,-2173%,-7116%,-47%,76%,-132%,93%
