,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-0.42,-0.21,-0.10,-,-0.04,-,-0.05
1,,5,5,4,,3,,3
2,-,-0.44,-0.17,-0.11,-0.11,-0.06,-0.06,-0.07
3,-0.44,-0.22,-0.13,-0.10,-0.10,-0.06,-0.07,-0.08
4,84%,93%,-63%,86%,77%,73%,46%,20%
