,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21,FQ1 '22,FQ2 '22,FQ3 '22
0,0.35,-0.16,0.37,0.15,0.04,-0.16,0.27,0.11
1,6,4,10,7,4,3,4,4
2,0.32,-0.14,0.37,0.03,-0.01,-0.30,0.23,0.09
3,0.39,-0.18,0.55,0.08,0.06,-0.24,0.21,0.08
4,34%,-220%,10%,-83%,-85%,-33%,-62%,0%
