,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-0.58,-0.77,-0.48,-0.18,-0.78,-0.92,-1.06
1,,7,9,10,9,6,6,7
2,-,-0.59,-0.80,-0.51,-0.29,-0.83,-0.94,-1.10
3,-0.65,-0.34,-0.75,-0.17,-0.33,-0.95,-0.59,-0.81
4,-7%,-3%,-63%,77%,49%,-179%,21%,-376%
