,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.68,0.88,0.32,-,-,0.97,-,0.69
1,5,4,3,,,3,,3
2,0.68,0.90,0.32,-0.29,0.42,0.97,0.35,0.63
3,0.68,0.91,0.43,-0.19,0.57,1.07,0.36,0.56
4,24%,11%,54%,-131%,-16%,18%,-16%,395%
