,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-0.22,-0.16,-,-,-,-0.31,-,-0.02
1,4,5,,,,3,,4
2,-0.23,-0.20,-0.08,-0.08,-0.01,-,-,-
3,-0.32,-0.22,-0.07,-0.14,-0.47,-0.24,0.02,-0.36
4,-540%,-69%,46%,-40%,-47%,-9%,129%,-157%
