,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21,FQ1 '22
0,-,-,0.17,-0.10,1.43,0,0.19,-0.19
1,,,3,3,8,9,5,4
2,-,-,0.19,-0.13,1.39,-0.09,0.19,-0.25
3,1.12,-0.14,0.23,-0.10,1.72,0.02,0.20,-0.20
4,8%,-8%,277%,58%,54%,114%,-13%,-100%
