,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,0.99,0.98,0.95,1.02,1.10,1.16,1.19,1.25
1,8,9,10,8,10,11,5,7
2,0.97,0.96,0.90,0.99,1.05,1.10,1.14,1.20
3,1.08,1.03,1.04,1.10,1.13,1.18,1.24,1.32
4,14%,13%,14%,18%,5%,15%,19%,20%
