,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-,-,0.75,0.88,0.78,0.98,1.16
1,,,,3,7,6,5,6
2,-,-,-,0.75,0.85,0.75,0.94,1.12
3,0.95,0.84,0.70,0.88,0.95,0.91,1.13,1.15
4,-,-,-28%,-8%,0%,8%,61%,31%
