,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,-,-,-,-,-,1.89,1.53
1,,,,,,,4,3
2,-,-,-,-,-,-,1.69,1.41
3,1.32,1.96,2.20,1.78,1.91,2.11,1.77,1.52
4,9%,41%,73%,25%,45%,8%,-20%,-15%
