,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21,FQ1 '22
0,0.29,0.24,0.24,0.30,0.37,0.32,0.28,0.43
1,52,39,39,41,28,25,21,23
2,0.27,0.21,0.21,0.27,0.32,0.29,0.18,0.40
3,0.37,0.25,0.25,0.30,0.37,0.48,0.24,0.46
4,48%,19%,25%,7%,0%,92%,-4%,53%
