,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21,FQ4 '21,FQ1 '22,FQ2 '22
0,1.91,-1.61,0.05,0.79,0.70,1.90,1.66,1.52
1,22,28,21,19,18,19,18,23
2,1.88,-1.65,0.05,0.71,0.70,1.79,1.64,1.43
3,1.90,-1.24,0.56,0.74,0.98,2.03,1.76,1.48
4,6%,-170%,-59%,-34%,-48%,264%,214%,100%
