,FQ4 '19,FQ1 '20,FQ2 '20,FQ3 '20,FQ4 '20,FQ1 '21,FQ2 '21,FQ3 '21
0,-,1.26,0.48,-,-,1.19,0.51,-
1,,4,3,,,3,3,
2,-,1.27,0.48,0.58,1.29,1.17,0.46,0.57
3,1.18,1.06,0.42,0.59,1.29,1.26,0.56,0.65
4,10%,-26%,-16%,18%,9%,19%,33%,10%
